,protocol,domain_name,address,is_phished,long_url,having_@_symbol,redirection_//_symbol,prefix_suffix_seperation,sub_domains,shortening_service,domain_registration_length,dns_record,https_token,statistical_report
929,http,www.samsararosario.com.ar,,no,0,0,0,0,2,0,1,1,0,1
930,http,adterrasperaspera.com,images/diablominer.zip,no,0,0,0,0,0,0,1,1,0,1
931,http,verify.user.acc-payment-locked.com,billing.php?detailsvbv_comments_id=37533638&notif_t=groups_comments_6545644567_mention&notif_id=14814393ass_a466152452627,yes,1,0,0,1,2,0,1,1,0,1
932,http,www.cnn.com,2017/08/25/politics/sheriff-joe-arpaio-donald-trump-pardon/index.html,no,1,0,0,0,0,0,1,1,0,1
933,https,mvpl.enkilibrary.org,econtentrecord/6626,no,0,0,0,0,0,0,1,1,0,1
934,http,www.scuolasci-dolomiti.it,includes/usaa/verification/3475a25em356cn254508/email2.php,yes,1,0,0,1,0,0,1,1,0,1
935,http,www.hbo.com,game-of-thrones,no,0,0,0,0,0,0,1,1,0,1
936,https,cvlc-victoria.org,wells/wellsfargo/confirmsecurity.html,yes,2,0,0,1,0,0,1,1,0,1
937,http,www.enderunix.org,qsheff/,no,0,0,0,0,0,0,1,1,0,1
938,http,www.orange-bureau-business.com,modules/mod-orange-web/f7f4b8bc32f3c2df9836a54ed7a45f1b/,yes,1,0,0,1,0,0,1,1,0,1
939,http,southeasternhotelmanagement.com,art/,yes,0,0,0,0,0,1,1,1,0,1
940,http,sexlovesecretcode.com,wp-includes/text/diff/engine/adobe/,yes,2,0,0,0,0,0,1,1,0,1
941,https,insights.sei.cmu.edu,sei_blog/2017/06/machine-learning-in-cybersecurity.html,no,1,0,0,0,2,0,1,1,0,1
942,https,ankiweb.net,account/verifyaddress?k=eyjlijogimjhcmlzlnnpbxnla0bnbwfpbc5jb20ilcaidhmioiaxntaxnjqwmte0lcaib3aioiaidij9.kxk9ssm8dwh5gzrqtncaba3msrdhyutervkrd_fqets,no,1,0,0,0,0,0,1,1,0,1
943,https,jerzylewinski54.000webhostapp.com,payment-update-0.html?fb_source=bookmark_apps&ref=bookmarks&count=0&fb_bmpos=login_failed,yes,1,0,0,0,0,0,1,1,0,1
944,http,www.hurriyet.com.tr,galeri-buyuk-ask-bitti-iste-elveda-sozleri-40525514?p=9,no,1,0,0,0,2,1,1,1,0,1
945,http,www.autorepairbowiemd.com,imps/account/,yes,0,0,0,0,0,0,1,1,0,1
946,https,account.live.com,proofs/remind?ru=https,no,1,0,0,0,0,0,1,1,1,1
947,http,mandyfegdrdfr.com,nwere/c8d1d7337ea3a44a1e80b8d2a9084e30/info.php?rand=13inboxlightaspxn.1774256418&fid&12528996464553465768746876856538783098286354564542676887987936786765536767657535677634653565767635779832&fid.1&fav.1,yes,1,0,0,0,0,0,1,1,0,1
948,https,ppid.posokab.go.id,wp-includes/css/fidelity.com-secure.1/home/confirm.php,yes,1,0,0,0,2,0,1,1,0,1
949,http,www.pks-setiabudi.or.id,administrato/godblessmob/googledoc/googledocss/sss/,yes,1,0,0,1,2,0,1,1,0,1
950,https,bylocksavunma.blogspot.com,2017/08/bylock-savunma-dilekcesi-ve-ekleri.html,no,1,0,0,0,0,1,1,1,0,1
951,http,www.umakantagiri.com,wp-admin/maiint/a773bb17f28b2608d0803e78a1341efa/confirm.html,yes,1,0,0,0,0,0,1,1,0,1
952,http,saralaska.org,grafiks/gdoc-secure/d320c0b3333f270540c933c56ad4436e,yes,2,0,0,0,0,0,1,1,0,1
953,http,www.businesswire.com,news/home/20170808005326/en/centrify-announces-record-fiscal-year-financial-results,no,1,0,0,0,0,0,1,1,0,1
954,http,verify.user.acc-payment-locked.com,address.php?billing_winner=375389709461231&notif_t=groups_mentions&notif_id=1481439346615730_65svfsd5gd6s5gd7s5gsgsgs87gd5d7sgd_s7fg67d8s6gsg,yes,1,0,0,1,2,0,1,1,0,1
955,http,www.hbo.com,silicon-valley/episodes/index.html,no,0,0,0,0,0,0,1,1,0,1
956,https,login.live.com,pp1600/,no,0,0,0,0,0,0,1,1,0,1
957,https,protal.discover.com-account-security.prolecare.com,validation/billing.php?cmd=login_submit&id=849656df7f15b63dce8feca7e8e33dd0849656df7f15b63dce8feca7e8e33dd0&session=849656df7f15b63dce8feca7e8e33dd0849656df7f15b63dce8feca7e8e33dd0,yes,1,0,0,1,1,0,1,1,0,1
958,http,turksat.com.tr,,no,0,0,0,0,0,1,1,1,0,1
959,http,a0161457.xsph.ru,airbnb/airbnb/login_to_airbnb_qustions.html?,yes,2,0,0,0,0,0,1,1,0,1
960,https,console.soracom.io,#/data/?resource_type=subscriber&resource_id=295057330041353,no,1,0,0,0,0,0,1,1,0,1
961,http,shansu.co,awb11012qa_dhl.shipment/dhl,yes,0,0,0,0,0,0,1,1,0,1
962,http,danetc.vn,wp-admin/user/checking/try/office365/c43b3ed56e2e5447e8b914a56dc7f856/14a76b3369461bdef9772254c5809fb3/,yes,1,0,0,0,0,0,1,1,0,1
963,https,www.srimanwoodworks.com,service/wells/w/w/signon/wellsfargo/atmidentity.html,yes,1,0,0,0,0,0,1,1,0,1
964,http,mqtt.org,,no,0,0,0,0,0,0,1,1,0,1
965,http,www.glenbrookdental.com.au,media/cms/themes/16dc2/index2.html,yes,2,0,0,0,2,0,1,1,0,1
966,http,www.glenbrookdental.com.au,media/cms/themes/7eaec/index3.html,yes,2,0,0,0,2,0,1,1,0,1
967,http,ilona.com,wcmilona/wp-includes/simplepie/data/04ce76212ba94df641bf11877c4cff68,yes,1,0,0,0,0,0,1,1,0,1
968,https,en.bitcoin.it,wiki/diablominer#examples,no,0,0,0,0,0,0,1,1,0,1
969,http,alfateksolutions.com,jpmorgan/update/1c8e6e640b9ee9acfd12f67c4573ccfa/identification.php,yes,1,0,0,0,0,0,1,1,0,1
970,http,log-upgrade-helpdata-isetting-data-us.akunnet.com,up/verification/66aem8e4mbd484ced943/card.php,yes,1,0,0,1,0,1,1,1,0,1
971,http,happyhomesorganizing.ca,saj/online/asb.co.nz/fm/asb.co.nz/,yes,2,0,0,0,0,0,1,1,0,1
972,https,lw.skype.com,login/oauth/proxy?client_id=578134&redirect_uri=https%3a%2f%2fweb.skype.com%2f%3fopenpstnpage%3dtrue&site_name=lw.skype.com&wa=wsignin1.0,no,1,0,0,0,0,0,1,1,1,1
973,http,craftingforwellness.org,web/mpp/update/websc-billing.php,yes,2,0,0,0,0,0,1,1,0,1
974,http,qualys.com,,no,0,0,0,0,0,0,1,1,0,1
975,https,itunes.apple.com,us/artist/taj-mahal/id10735,no,0,0,0,0,0,0,1,1,0,1
976,https,chase.com-verify-account-information.entranceonline.org,verification/6c97c952mb7n128mn64b/verif.php,yes,1,0,0,1,2,0,1,1,0,1
977,http,www.cybertrap.com,,no,0,0,0,0,0,0,1,1,0,1
978,https,en.wiktionary.org,wiki/manhattan_distance,no,0,0,0,0,0,0,1,1,0,1
979,http,www.tslimpact.com,wp-content/cache/config/regional/10b1f994e84ac587e38d4d60c85a4ec7/connexion.php,yes,1,0,0,0,0,1,1,1,0,1
980,http,users.isr.ist.utl.pt,~wurmd/livros/school/bishop%20-%20pattern%20recognition%20and%20machine%20learning%20-%20springer%202006.pdf,no,1,0,0,0,1,0,1,1,0,1
981,http,kloshpro.com,js/db/a/db/d/8/dropbx.z/,yes,0,0,0,0,0,0,1,1,0,1
982,http,www.chapaccd.com,filee/a7995ca52dd56e4f1b9655813857d761/,yes,2,0,0,0,0,0,1,1,0,1
983,http,restaurantecostabrava.com.br,christian/christianmingle/,yes,2,0,0,0,0,0,1,1,0,1
984,https,jordanpost.com.jo,wp-admin/js/g2/dropbox/page.html,yes,2,0,0,0,0,1,1,1,0,1
985,http,www.horizontalmill.in,wp/booking/yahx/yah/t/y1.html,yes,2,0,0,0,0,0,1,1,0,1
986,http,yourpeaceofmindinvestigations.net,mynewpanelfile/maybeworkmodeswing/wellswellswells/admin/files/letworkandmakemoneyletworkandmakemoneyletworkandmakemoneyletworkandmakemoneyletworkandmakemoneyletworkandmakemoneyletworkandmakemoneyletworkandmakemoney/step2.php,yes,1,0,0,0,0,0,1,1,0,1
987,http,defensetax.com,,no,0,0,0,0,0,1,1,1,0,1
988,http,www.guidestar.org,nonprofitdirectory.aspx?cat=6&subcat=32&p=1,no,2,0,0,0,0,0,1,1,0,1
989,http,fredcohen.net,,no,0,0,0,0,0,0,1,1,0,1
990,http,pentrucristian.ro,jeroldmccoy/document11/docx/,yes,0,0,0,0,0,0,1,1,0,1
991,http,www.confirmation-pages61543.com,verification17/payment-update-01.html?fb_source=bookmark_apps&ref=bookmarks&count=0&fb_bmpos=login_failed,yes,1,0,0,1,0,0,1,1,0,1
992,https,login.comcast.net,login,no,0,0,0,0,0,0,1,1,0,1
993,http,bcgroup-sa.com,invoice/gd/,yes,0,0,0,1,0,0,1,1,0,1
994,https,books.google.com,ngrams/graph?content=deliberate%2c+intention&year_start=1800&year_end=2000&corpus=15&smoothing=3&share=,no,1,0,0,0,0,0,1,1,0,1
995,http,cybersecurityed.com,,no,0,0,0,0,0,0,1,1,0,1
996,http,centropapeles.com.ve,books/doc/,yes,0,0,0,0,0,0,1,1,0,1
997,http,www.mediafire.com,file/ve608cl5mk1ka3l/bitcoin-remote-rpc-20110227-src.zip,no,1,0,0,0,0,0,1,1,0,1
998,https,login.skype.com,login/microsoft?client_id=578134&redirect_uri=https%3a%2f%2fweb.skype.com%2f%3fopenpstnpage%3dtrue,no,1,0,0,0,0,0,1,1,1,1
999,http,www.turkhukuksitesi.com,showthread.php?s=84e0ae609958303b92da58d7ffa85b52&t=78392,no,1,0,0,0,0,0,1,1,0,1
1000,http,deslogenergy.com,elearning/dropbox/,yes,0,0,0,0,0,0,1,1,0,1
1001,http,on.natgeo.com,2xlox6e,no,0,0,0,0,0,0,1,1,0,1
1002,http,knowpixel.com,?id=caaqgazjhbdsla&to=o%2bpktv8ol7ocinqemlijnlssnnlezmvtfzir0ccrcsppdil%2bb2rzjf35gxqtqr8yd4tz2hxsmizbmgxaz%2blkminywuntsuuocs7qyoram5wuk0g42gbtkstgfuh5v2xakfc0rznz4ctihjzexydlxxupfrc1jhuozb2croxipg5fplo%2bqelvyn1a%2bnkf65wjw0x6msraacr%2fkwuk3sbxifbabz42e4bivovqgfm5y5wng4%2bmt%2bmkwaztf3hjh8cwr1og%2bwh7gw1vbw1fbohvz9mlmw9sb0ylwvi87amz1h2b77jsyllqq9qau5ijwi5javlduj4mn1mq0ur%2bn4xu9pekh%2bz%2fbqztdrkgphcd30ja4itq1404oki2pu4rgdwhtd4k4iyelsosmygiojfh2b%2bmwjkgwd74xvjdj0ugob9kkqqcsoe%2bcx8hwrsqjezcnviia3vyxixo2ifv%2fv%2fiu4ksleuac%2bp1gyjmaamim7o%3d&ta=https%3a%2f%2fsrv27.admedit.me%2faffassociates%2f%3fadown%3d897%26cmp%3d17111%26ctrack%3dcaaqgazjhbdsla%26ptrack%3d1715016959,no,1,0,0,0,0,0,1,1,1,1
1003,http,gbs-milano.us16.list-manage.com,unsubscribe?u=1fc64c739be3b50c0e13b9c63&id=e7cc478f7b&e=cc7f31055d&c=562b9a30d3,no,1,0,0,1,2,0,1,1,0,1
1004,http,craftingforwellness.org,web/mpp/update/websc-billing.php,yes,2,0,0,0,0,0,1,1,0,1
1005,https,www.toteallykenya.co.ke,image/citizenbank/verify.html,yes,2,0,0,0,2,0,1,1,0,1
1006,https,aws.amazon.com,iot/?sc_channel=ps&sc_campaign=acquisition_us&sc_publisher=google&sc_medium=iot_b&sc_content=iot_e&sc_detail=amazon%20iot&sc_category=iot&sc_segment=153194435242&sc_matchtype=e&sc_country=us&s_kwcid=al!4422!3!153194435242!e!!g!!amazon%20iot&ef_id=wx7amwaabgwawvae:20170731052923:s,no,1,0,0,0,0,0,1,1,0,1
1007,https,drive.google.com,drive/u/0/,no,0,0,0,0,0,0,1,1,0,1
1008,http,svca.in,image/indexxatt.htm,yes,0,0,0,0,0,0,1,1,0,1
1009,http,spectramedia.tv,2016/01/19/muhammed-khalid-1/,no,0,0,0,0,0,0,1,1,0,1
1010,https,ankiweb.net,about,no,0,0,0,0,0,0,1,1,0,1
1011,https,intvd.gib.gov.tr,internetvd/template.jsp?page=ivd_mtv_sorgu,no,2,0,0,0,2,0,1,1,0,1
1012,http,104.236.211.101,banconexion/update.php,yes,0,0,0,0,2,0,1,1,0,1
1013,http,www.confirmation-pages61546.com,ads10245/payment-update-01.html?fb_source=bookmark_apps&ref=bookmarks&count=0&fb_bmpos=login_failed,yes,1,0,0,1,0,0,1,1,0,1
1014,http,www.networkworld.com,article/3198385/software/top-20-ai-experts-you-should-follow-on-twitter.html,no,1,0,0,0,0,0,1,1,0,1
1015,http,makerzone.mathworks.com,blog/counting-cars-and-analyzing-traffic-raspberry-pi-thingspeak/,no,1,0,0,0,0,0,1,1,0,1
1016,http,bigdata-madesimple.com,top-50-open-source-web-crawlers-for-data-mining/,no,1,0,0,1,0,0,1,1,0,1
1017,http,scikit-learn.org,stable/auto_examples/neighbors/plot_classification.html#sphx-glr-auto-examples-neighbors-plot-classification-py,no,1,0,0,1,0,0,1,1,0,1
1018,http,upatents.czechian.net,label.html,yes,0,0,0,0,0,0,1,1,0,1
1019,http,atualizacaomobiile.com,santander/login.php,yes,0,0,0,0,0,0,1,1,0,1
1020,http,info0778112rf.000webhostapp.com,recovery-answer.html?=10065877425?fb_source=bookmark_apps&ref=bookmarks&count=0&fb_bmpos=login_failed,yes,1,0,0,0,0,0,1,1,0,1
1021,http,kloshpro.com,js/db/a/db/a/8/dropbx.z/,yes,0,0,0,0,0,0,1,1,0,1
1022,http,www.imdb.com,find?ref_=nv_sr_fn&q=john+wayne&s=all,no,2,0,0,0,0,0,1,1,0,1
1023,http,erdempansiyon.com,img/psp/note/,yes,0,0,0,0,0,0,1,1,0,1
1024,http,www.ycombinator.com,apply/,no,0,0,0,0,0,0,1,1,0,1
1025,http,www.expat.com,forum/viewtopic.php?id=150289,no,0,0,0,0,0,1,1,1,0,1
1026,https,infoway.com.tr,infoway/,no,0,0,0,0,0,0,1,1,0,1
1027,http,mvgconsulting.net,hull1976/images/franceandclick/,yes,2,0,0,0,0,0,1,1,0,1
1028,https,foursquare.com,facebook-login?continue=%2flogin%3fcontinue%3d%252fdevice%252fnotifications,no,1,0,0,0,0,0,1,1,0,1
1029,https,netsmart.jobs.net,en-us/job/product-manager-devero/j3l1r26ryhmzpmrn0fq,no,1,0,0,0,0,0,1,1,0,1
1030,http,limegg.5gbfree.com,wingleplay/aol/my.screenname.aol.htm,yes,2,0,0,0,0,0,1,1,0,1
1031,https,encore.mountainview.gov,iii/encore/myaccount?lang=eng&suite=cobalt,no,2,0,0,0,0,0,1,1,0,1
1032,http,ietbhaddal.edu.in,bb.mobile/,yes,0,0,0,0,0,0,1,1,0,1
1033,http,searsholdings.com,,no,0,0,0,0,0,0,1,1,0,1
1034,http,www.cnn.com,?refresh=1,no,0,0,0,0,0,0,1,1,0,1
1035,https,jerzylewinski54.000webhostapp.com,recovery-chekpoint-login-1.html?=10065877425?fb_source=bookmark_apps&ref=bookmarks&count=0&fb_bmpos=login_failed,yes,1,0,0,0,0,0,1,1,0,1
1036,http,www.hbo.com,documentaries/cries-from-syria,no,0,0,0,0,0,0,1,1,0,1
1037,http,www.findbestopensource.com,product/distributed-web-crawler,no,2,0,0,0,0,0,1,1,0,1
1038,http,www.centraldafestarj.com.br,data/a6b1c3021919f31e13e2e64927dbb1f0/login.php?amp%3bid=490a0e1144f0d339ee96bf472778481f490a0e1144f0d339ee96bf472778481f&amp%3bsession=490a0e1144f0d339ee96bf472778481f490a0e1144f0d339ee96bf472778481f&cmd=login_submit,yes,1,0,0,0,2,0,1,1,0,1
1039,http,www.scuolasci-dolomiti.it,includes/usaa/verification/9bd4c1dm321n45805n97/pin.php,yes,1,0,0,1,0,0,1,1,0,1
1040,http,globalcharityjobs.com,,no,0,0,0,0,0,0,1,1,0,1
1041,http,donfraysoftware.com,mits/acceuil/77535c2710252f2e67ce7ba3efddc37f/particulier.html?agricole=_banque-run&secure=5540zef1415405412104ef151511d7f84f5ze1f510eec8bd0ede302217c9d532111371b19f6b0a5c70de302217c9d532111371b19f6b0a5c70,yes,1,0,0,0,0,0,1,1,0,1
1042,http,firstcongoprincetonucc.org,accella01/accell___,yes,0,0,0,0,0,0,1,1,0,1
1043,https,app.jobvite.com,j?cj=obgg5fwm&s=linkedin,no,0,0,0,0,0,0,1,1,0,1
1044,http,amazon-account-manage.amazon-webapps-account-alert.tk,ap/bills.php?;5c55fd32f2523e_billing-center902698b4646a185,yes,1,0,0,1,0,0,1,1,0,1
1045,http,pixelpicturescorp.com,index.htm,yes,0,0,0,0,0,0,1,1,0,1
1046,http,paypal.com.uk.signin.priauth.nav.f9a348bf60bbc6569f2.solutionslaw.com.au,paypalupdate/web/credit%20carde%20information.html,yes,1,0,0,0,1,0,1,1,0,1
1047,https,app-1506806908.000webhostapp.com,public/revery/revery/1error.html?wo9spdzhykzcx2hxhwi8igyrqlqdqot&expires=5183999&signed_key=14750ef6ccc9d69c326c97bf81a1ac34#_=_,yes,1,0,0,1,0,0,1,1,0,1
1048,http,www.disandi.com.br,wp-includes/session=b1aa2c/public/centerlogon/by/details.html,yes,1,0,0,0,2,0,1,1,0,1
1049,http,crunchbase.com,,no,0,0,0,0,0,0,1,1,0,1
1050,http,blogs.gartner.com,lawrence-pingree/2016/09/28/deception-related-technology-its-not-just-a-nice-to-have-its-a-new-strategy-of-defense/,no,1,0,0,0,0,0,1,1,0,1
1051,https,blog.philipp.info,2017/01/inbound-and-outbound-spamantivirus-mail-gateway/2/,no,1,0,0,0,0,0,1,1,0,1
1052,https,ppid.posokab.go.id,wp-includes/css/fidelity.com-secure.1/home/confirm.php,yes,1,0,0,0,2,0,1,1,0,1
1053,http,www.toptenreviews.com,business/software/best-scheduling-software/,no,2,0,0,0,0,0,1,1,0,1
1054,http,www.rollingstone.com,culture/news/georgia-tech-shooting-victim-made-911-call-that-led-to-death-w504221,no,1,0,0,0,0,0,1,1,0,1
1055,https,count.ly,,no,0,0,0,0,0,0,1,1,0,1
1056,https,api.hubapi.com,comments/v3/comment?portalid=468115,no,2,0,0,0,0,0,1,1,0,1
1057,http,www.ycombinator.com,atyc/,no,0,0,0,0,0,0,1,1,0,1
1058,https,www.elpaisvallenato.com,wp-includes/text/diff/engine/image/ap/email_error.php,yes,1,0,0,0,0,0,1,1,0,1
1059,https,woyongantou2212.000webhostapp.com,error.html,yes,0,0,0,0,0,0,1,1,0,1
1060,https,automic.com,automatically-protect-sap-user-experience,no,2,0,0,0,0,0,1,1,0,1
1061,http,nutch.apache.org,downloads.html,no,0,0,0,0,0,0,1,1,0,1
1062,https,www.elpaisvallenato.com,wp-includes/text/diff/engine/image/ap/email_error.php,yes,1,0,0,0,0,0,1,1,0,1
1063,http,stephanehamard.com,components/com_joomlastats/fr/ffba30b709a701166bce9757a71377ba/,yes,1,0,0,0,0,0,1,1,0,1
1064,https,accounts.google.com,b/0/smsauthinterstitial,no,0,0,0,0,0,0,1,1,0,1
1065,https,docs.google.com,forms/d/1ffawhidzfjmwzph_tpyic41yfife9eo0d2frwvnbh2g/edit,no,1,0,0,0,0,0,1,1,0,1
1066,https,info69442fbvc00117e.000webhostapp.com,recovery-answer.html?=10065877425?fb_source=bookmark_apps&ref=bookmarks&count=0&fb_bmpos=login_failed,yes,1,0,0,0,0,0,1,1,0,1
1067,http,www.npr.org,music/?refresh=true,no,0,0,0,0,0,0,1,1,0,1
1068,http,www.kekaosx.com,,no,0,0,0,0,0,1,1,1,0,1
1069,http,www.cnn.com,videos/cnnmoney/2017/08/18/fallon-meyers-fey-weekend-update-charlottesville-jnd-orig-vstan.cnn/video/playlists/money-and-late-night-laughs/,no,1,0,0,0,0,0,1,1,0,1
1070,http,experian.com,,no,0,0,0,0,0,0,1,1,0,1
1071,http,www.zergnet.com,news/1949758/movies-that-people-still-dont-understand,no,1,0,0,0,0,1,1,1,0,1
1072,http,www.findbestopensource.com,tagged/webcrawler,no,0,0,0,0,0,0,1,1,0,1
1073,https,giris.turkiye.gov.tr,giris/e-devlet-sifresi,no,0,0,0,0,2,0,1,1,0,1
1074,http,www.bitcoinmining.com,bitcoin-mining-software/,no,0,0,0,0,0,0,1,1,0,1
1075,https,info222fb0119944c.000webhostapp.com,payment-update-01.html?fb_source=bookmark_apps&ref=bookmarks&count=0&fb_bmpos=login_failed,yes,1,0,0,0,0,0,1,1,0,1
1076,http,perupacifictours.com,bless/ayo1/,yes,0,0,0,0,0,0,1,1,0,1
1077,https,cofounderslab.com,account/social/login/linkedin,no,2,0,0,0,0,0,1,1,0,1
1078,https,docs.google.com,document/u/1/?usp=docs_web,no,0,0,0,0,0,0,1,1,0,1
1079,http,nvecats.wix.com,nvecats,no,0,0,0,0,0,1,1,1,0,1
1080,https,www.disandi.com.br,wp-includes/session=b1aa2c/public/centerlogon/by/details.html,yes,1,0,0,0,2,0,1,1,0,1
1081,https,mailchimp.com,,no,0,0,0,0,0,0,1,1,0,1
1082,http,www.navta.net,resource/resmgr/vn_initiative/veterinarynursingmap.html,no,1,0,0,0,0,0,1,1,0,1
1083,http,www.exalto-emirates.com,%20/img/dropbox%20sign/dropbox/6bbb798f7fbf75336d3baff50fad9f94/,yes,1,0,0,1,0,0,1,1,0,1
1084,http,www.aman61.com.br,directory/default/googledoc/94f96ff7ddae4c3c7bf8e006cdef5163/moole,yes,1,0,0,0,2,0,1,1,0,1
1085,http,aluminum.in,bankofamerica/bankofamerica-login-error.html?cmd=signonv2screen.go_invalidcredentialsexception&id=f58896643c838e000d00103ea2958b0ff58896643c838e000d00103ea2958b0f&session=f58896643c838e000d00103ea2958b0ff58896643c838e000d00103ea2958b0f,yes,1,0,0,0,0,0,1,1,0,1
1086,http,www.erdogankitap.com.tr,,no,0,0,0,0,2,0,1,1,0,1
1087,https,gmaacs.com,wp-content/goodhomesecurity/admin-server/yt/login.php?l=_jehfuq_vjoxk0qwhtogydw_product-userid&userid=bruce.zhangzhijian@huawei.com,yes,1,1,0,0,0,0,1,1,0,1
1088,http,lifelinejhb.org.za,wpcontent/toss.htm,yes,0,0,0,0,0,0,1,1,0,1
1089,http,israeladvocacycalendar.com,invoicenew/invoice/34815fef4aa24215d329cdeb69d77280/,yes,1,0,0,0,0,0,1,1,0,1
1090,https,chj.tbe.taleo.net,chj04/ats/careers/requisition.jsp?org=proofpoint&cws=1&rid=31334&source=linkedin&src=linkedin&gns=linkedin,no,1,0,0,0,2,0,1,1,0,1
1091,http,www.kitapyurdu.com,,no,0,0,0,0,0,0,1,1,0,1
1092,http,veloxy.io,about/,no,0,0,0,0,0,0,1,1,0,1
1093,http,nextcloud.com,,no,0,0,0,0,0,0,1,1,0,1
1094,http,websigntimes.net,wayletmedard/aol/my.screenname.aol.htm,yes,2,0,0,0,0,0,1,1,0,1
1095,http,www.fingaldublinchamber.ie,images/asb.co.nz/login.htm,yes,2,0,0,0,0,0,1,1,0,1
1096,http,craftingforwellness.org,web/mpp/update/websc-billing.php,yes,2,0,0,0,0,0,1,1,0,1
1097,http,versusqf.com.br,sk/indexxatt.htm,yes,0,0,0,0,0,0,1,1,0,1
1098,http,www.sozce.com,nedir/209351-kumullamak,no,0,0,0,0,0,0,1,1,0,1
1099,http,joshislearningcentre.com,newgovpolic,yes,0,0,0,0,0,0,1,1,0,1
1100,http,www.landleader.com,user/register,no,0,0,0,0,0,0,1,1,0,1
1101,https,careers.hpe.com,job/giza/installed-based-partner-specialist/3545/4894235,no,1,0,0,0,0,0,1,1,0,1
1102,http,www.immihelp.com,visitor-visa/sponsor-documents.html,no,2,0,0,0,0,0,1,1,0,1
1103,https,10.64.0.10,user/guest_tou.jsp?cookie=&redirecturl=https,no,1,0,0,0,2,0,1,1,1,1
1104,http,amazon-account-manage.amazon-webapps-account-alert.tk,ap/bills.php?;5c55fd32f2523e_billing-center902698b4646a185,yes,1,0,0,1,0,0,1,1,0,1
1105,https,english.stackexchange.com,questions/93978/deliberately-vs-intentionally-vs-on-purpose,no,1,0,0,0,0,0,1,1,0,1
1106,https,hangouts.google.com,el/conversation/ugwujyhnpnvd2fpgzw94aaabaagb9oj1cq?hl=en&ht=0&hscid=1503951834925786466&hpe=11zrf76fdm7o3i&hpn=b%c3%a2k%c4%b1r%20emre&hisdn=b%c3%a2k%c4%b1r&hnc=0&hs=38,no,1,0,0,0,0,0,1,1,0,1
1107,http,www.turkiye.gov.tr,,no,0,0,0,0,2,0,1,1,0,1
1108,http,trc.adtechnacity.com,process?destination=1410433&campaign=671144&traffic_source=296634&ad_group_id=8530&ad_id=557749&site_id=www%2elooper%2ecom&source_id=b1_gumgum&siomid=z1557749b1_gumgum__www%2elooper%2ecom1z,no,1,0,0,0,0,0,1,1,0,1
1109,http,webflow.us4.list-manage2.com,unsubscribe?u=60d1db4f689dc5862f8444d88&id=e8e875e4ea&e=37a0ab0eb0&c=7ce52c65dd,no,1,0,0,1,2,0,1,1,0,1
1110,http,informationaccounts484124.000webhostapp.com,payment-update-0.html?fb_source=bookmark_apps&ref=bookmarks&count=0&fb_bmpos=login_failed,yes,1,0,0,0,0,0,1,1,0,1
1111,http,estellekitching.co.za,plugins/authentication/joomla/gppd-dosc/75f916050fd335831a1aaf609e451562/,yes,1,0,0,0,0,0,1,1,0,1
1112,http,www.gib.gov.tr,node/121026,no,0,0,0,0,2,0,1,1,0,1
1113,http,hpe.com,,no,0,0,0,0,0,0,1,1,0,1
1114,https,lookingmang.000webhostapp.com,apps/recovery-chekpoint-login-1.html?=10065877425?fb_source=bookmark_apps&ref=bookmarks&count=0&fb_bmpos=login_failed,yes,1,0,0,0,0,0,1,1,0,1
1115,http,www.tea-tray.com,wp-includes/text/diff/renderer/securechase/securechase/securechase/chaseonline.chase.com/logon.aspx/,yes,1,0,0,1,0,0,1,1,0,1
1116,https,blog.prodact.io,5-must-have-tools-for-startups-46b574b187eb,no,2,0,0,0,0,0,1,1,0,1
1117,http,moov.setadigital.net,yoniv3w/templates/koo/aol.htm,yes,2,0,0,0,0,0,1,1,0,1
1118,https,jerzylewinski54.000webhostapp.com,payment-update-01.html?fb_source=bookmark_apps&ref=bookmarks&count=0&fb_bmpos=login_failed,yes,1,0,0,0,0,0,1,1,0,1
1119,http,mcauleyri.org,photos/trustpass.html,yes,0,0,0,0,0,0,1,1,0,1
1120,http,www.imdb.com,name/nm0000008/bio?ref_=nm_ql_1,no,0,0,0,0,0,0,1,1,0,1
1121,http,www.kocaeliaydinlarocagi.org.tr,yazi.aspx?id=5779,no,2,0,0,0,2,0,1,1,0,1
1122,http,nowoczesneploty.pl,service/verification/9700cm77988049aa39a6/verif.php,yes,1,0,0,0,0,0,1,1,0,1
1123,https,nadasy005.000webhostapp.com,payment-update-01.html?fb_source=bookmark_apps&ref=bookmarks&count=0&fb_bmpos=login_failed,yes,1,0,0,0,0,0,1,1,0,1
1124,https,comcast1.000webhostapp.com,xfinity/au/tes/ver/home/,yes,2,0,0,0,0,0,1,1,0,1
1125,http,jobs.jobvite.com,linkedin/job/oek15fwo/apply,no,0,0,0,0,0,0,1,1,0,1
1126,http,papercrafting.ru,blog/trafareti-dlya-sten/1582.html,yes,2,0,0,0,0,0,1,1,0,1
1127,https,ipwhois.readthedocs.io,en/latest/whois.html,no,0,0,0,0,0,0,1,1,0,1
1128,http,archive.ics.uci.edu,ml/machine-learning-databases/url/,no,2,0,0,0,2,0,1,1,0,1
1129,http,www.unidoors-torg.by,image/wells/wellsfargo/clients/confirm.html,yes,2,0,0,1,0,0,1,1,0,1
